0,0,0.785398
0.707107,0.707107,0.785398
1.41421,1.41421,0.785398
2.12132,2.12132,0.785398
2.82843,2.82843,0.785398
3.53553,3.53553,0.785398
4.24264,4.24264,0.785398
4.94975,4.94975,0.785398
5.65685,5.65685,0.785398
6.36396,6.36396,0.785398
7.07107,7.07107,0.785398
7.77817,7.77817,0.785398
8.48528,8.48528,0.785398
9.19239,9.19239,0.785398
9.89949,9.89949,0.785398
10.6066,10.6066,0.785398
11.3137,11.3137,0.785398
12.0208,12.0208,0.785398
12.7279,12.7279,0.785398
13.435,13.435,0.785398
14.1421,14.1421,0.785398
14.8492,14.8492,0.785398
15.5563,15.5563,0.785398
16.2635,16.2635,0.785398
16.9706,16.9706,0.785398
17.6777,17.6777,0.785398
18.3848,18.3848,0.785398
19.0919,19.0919,0.785398
19.799,19.799,0.785398
20.5061,20.5061,0.785398
21.2132,21.2132,0.785398
21.9203,21.9203,0.785398
22.6274,22.6274,0.785398
23.3345,23.3345,0.785398
24.0416,24.0416,0.785398
24.7487,24.7487,0.785398
25.4558,25.4558,0.785398
26.163,26.163,0.785398
26.8701,26.8701,0.785398
27.5772,27.5772,0.785398
28.2843,28.2843,0.785398
28.9914,28.9914,0.785398
29.6985,29.6985,0.785398
30.4056,30.4056,0.785398
31.1127,31.1127,0.785398
31.8198,31.8198,0.785398
32.5269,32.5269,0.785398
33.234,33.234,0.785398
33.9411,33.9411,0.785398
34.6482,34.6482,0.785398
35.3553,35.3553,0.785398
36.0624,36.0624,0.785398
36.7696,36.7696,0.785398
37.4767,37.4767,0.785398
38.1838,38.1838,0.785398
38.8909,38.8909,0.785398
39.598,39.598,0.785398
40.3051,40.3051,0.785398
41.0122,41.0122,0.785398
41.7193,41.7193,0.785398
42.4264,42.4264,0.785398
43.1335,43.1335,0.785398
43.8406,43.8406,0.785398
44.5477,44.5477,0.785398
45.2548,45.2548,0.785398
45.9619,45.9619,0.785398
46.669,46.669,0.785398
47.3762,47.3762,0.785398
48.0833,48.0833,0.785398
48.7904,48.7904,0.785398
49.4975,49.4975,0.785398
50.2046,50.2046,0.785398
50.9117,50.9117,0.785398
51.6188,51.6188,0.785398
52.3259,52.3259,0.785398
53.033,53.033,0.785398
53.7401,53.7401,0.785398
54.4472,54.4472,0.785398
55.1543,55.1543,0.785398
55.8614,55.8614,0.785398
56.5685,56.5685,0.785398
57.2756,57.2756,0.785398
57.9828,57.9828,0.785398
58.6899,58.6899,0.785398
59.397,59.397,0.785398
60.1041,60.1041,0.785398
60.8112,60.8112,0.785398
61.5183,61.5183,0.785398
62.2254,62.2254,0.785398
62.9325,62.9325,0.785398
63.6396,63.6396,0.785398
64.3467,64.3467,0.785398
65.0538,65.0538,0.785398
65.7609,65.7609,0.785398
66.468,66.468,0.785398
67.1751,67.1751,0.785398
67.8823,67.8823,0.785398
68.5894,68.5894,0.785398
69.2965,69.2965,0.785398
70.0036,70.0036,0.785398
70.7107,70.7107,0.785398
