0,0,0.785398
0.631704,0.646892,0.797276
1.41,1.31148,0.706756
2.08592,1.82414,0.648893
2.81886,2.38169,0.650317
3.46959,2.97753,0.741396
4.26393,3.68583,0.7282
4.98237,4.29825,0.705902
5.74892,4.8935,0.66027
6.46127,5.4989,0.704413
7.27196,6.11099,0.646706
8.11412,6.80572,0.689769
8.81121,7.46375,0.756577
9.49235,8.09498,0.747385
10.2954,8.73017,0.669233
11.2255,9.44039,0.652112
12.0544,10.1568,0.712693
12.8222,10.7138,0.627642
13.5412,11.3033,0.686735
14.3952,11.8727,0.58812
15.1735,12.4433,0.632569
15.9814,13.0496,0.643825
16.7064,13.6959,0.728116
17.3237,14.345,0.810484
18.0593,15.1525,0.831928
18.7356,15.8854,0.825577
19.4512,16.6872,0.842093
20.0627,17.4446,0.891596
20.7678,18.3019,0.88255
21.4288,19.2362,0.955033
22.0239,20.088,0.961001
22.534,20.9515,1.03722
23.11,21.7614,0.952587
23.6993,22.7596,1.03747
24.1536,23.5805,1.06537
24.7149,24.5618,1.05126
25.2881,25.3706,0.954206
25.8208,26.2699,1.03606
26.2869,27.2187,1.11409
26.8155,28.1208,1.04083
27.3824,29.0048,1.00056
28.0162,29.941,0.975658
28.7121,30.7959,0.887565
29.2392,31.568,0.971809
29.8644,32.4275,0.941936
30.4512,33.1903,0.915012
30.9443,33.9744,1.00949
31.3615,34.7709,1.08827
31.7773,35.6421,1.12552
32.1797,36.4279,1.09744
32.6365,37.2576,1.06763
33.1498,38.152,1.04972
33.6384,39.0536,1.07417
34.1793,40.0127,1.05732
34.6542,41.031,1.13443
35.1375,42.0886,1.14213
35.6299,42.9641,1.05844
36.0141,43.7381,1.1101
36.4944,44.8315,1.15685
36.8047,45.7151,1.23309
37.2236,46.622,1.13811
37.6859,47.4396,1.05615
38.19,48.3335,1.05734
38.7567,49.2454,1.01475
39.2319,50.0654,1.04562
39.7659,51.0962,1.09281
40.2285,51.9772,1.08725
40.6251,52.7293,1.0855
41.0801,53.5412,1.05999
41.6332,54.4823,1.03949
42.1805,55.4084,1.03704
42.7041,56.5351,1.13578
43.1252,57.3462,1.09193
43.5982,58.1827,1.0562
44.2202,59.0676,0.958069
44.8809,59.8417,0.864274
45.4855,60.6251,0.913467
46.0439,61.2877,0.870527
46.6863,61.9681,0.814184
47.4523,62.8175,0.836965
48.1575,63.5563,0.808635
48.8179,64.1679,0.747054
49.5993,64.9577,0.790816
50.2939,65.553,0.708447
51.0157,66.1174,0.663661
51.8356,66.6938,0.612763
52.5925,67.327,0.696649
53.4399,67.9073,0.600482
54.1809,68.4443,0.627097
54.8947,69.0772,0.725381
55.6035,69.6138,0.648046
56.3963,70.3015,0.714472
57.1822,70.8745,0.629995
57.9128,71.3751,0.600732
58.8152,72.0201,0.620572
59.5062,72.5179,0.624297
60.3959,73.1691,0.631856
61.1712,73.6617,0.56603
62.0235,74.1257,0.498488
62.8662,74.5569,0.47296
63.79,74.9874,0.436108
