8.29676,0.649953
4.17203,-0.524734
22.2689,0.337417
11.6096,-0.273315
15.2068,-0.451392
18.4825,-0.191288
26.0655,-0.240557
7.45665,0.664828
5.25643,-0.641743
20.0326,0.432679
10.7277,-0.267329
15.083,-0.48428
17.8319,-0.243707
26.312,-0.251897
6.8824,0.911182
4.16267,-0.948594
19.5931,0.460491
9.39368,-0.123007
13.2045,-0.641933
17.7948,-0.247632
24.2314,-0.398693
5.39718,0.925939
2.38545,-1.0998
29.0042,0.543006
19.482,0.393031
10.049,-0.147926
12.9924,-0.620769
16.5362,-0.17764
28.8164,0.0958141
24.7406,-0.317487
5.11814,1.15405
29.4348,0.653556
18.1611,0.35105
8.30431,-0.229659
11.8885,-0.701706
14.3438,-0.291953
29.0283,0.0747166
23.5419,-0.310843
27.0114,0.578465
18.2548,0.530446
7.26894,-0.224494
11.9593,-0.653696
13.9282,-0.300699
28.4984,0.106533
21.2116,-0.337045
26.3784,0.652567
16.3096,0.435724
7.23383,-0.262352
10.3023,-0.822155
13.1443,-0.309753
27.4125,0.146158
20.3771,-0.401584
25.2891,0.768913
15.34,0.471265
6.25661,-0.433601
9.23759,-0.905548
11.5005,-0.293922
29.2505,0.314561
25.3737,0.0582845
19.5924,-0.455318
24.4197,0.708319
15.1824,0.545478
4.74016,-0.454967
9.14364,-0.88728
10.381,-0.317083
28.5803,0.390603
24.7965,0.123866
19.4039,-0.42594
24.3554,0.834522
14.6413,0.546155
3.10215,-0.522688
9.2116,-1.07641
10.8225,-0.333513
28.6873,0.232861
23.0863,0.0475524
18.4848,-0.532985
23.9668,0.730856
13.3937,0.560478
3.65971,-0.712016
9.471,-1.06564
10.0811,-0.477709
27.5287,0.302051
23.7015,0.103524
16.6883,-0.53119
22.7704,0.899814
12.5088,0.680403
3.0587,-1.1739
9.22496,-0.498682
25.1857,0.406036
22.1536,0.109097
17.7492,-0.589615
22.7792,0.853745
11.3629,0.694447
7.92241,-0.629841
24.3626,0.370949
20.1803,0.0567005
15.0397,-0.637553
21.9064,0.798557
10.8462,0.807718
6.69384,-0.610077
23.7659,0.269217
19.2495,0.0997396
14.6198,-0.675311
30.2471,-0.0537276
22.2338,0.944803
10.868,0.966413
6.74155,-0.774625
22.926,0.325895
19.2218,0.071819
14.2995,-0.538137
28.8894,0.000579441
19.9014,1.01641
10.2833,0.972831
6.11676,-0.918361
21.2787,0.347739
17.1164,0.167992
13.058,-0.693574
30.3337,0.254511
27.5715,-0.00895268
19.2371,1.00547
8.64327,1.12684
4.83252,-1.12928
20.8878,0.504387
16.5384,0.0929382
11.8203,-0.649892
27.9528,0.30306
26.7817,-0.11149
19.7352,1.05112
9.13197,1.12655
5.32432,-1.17274
20.542,0.355435
15.6881,0.271454
12.085,-0.832684
27.8098,0.179037
26.4359,-0.0418489
30.2289,-0.179607
19.0972,1.01154
19.2372,0.524994
13.9356,0.26128
12.2325,-0.924748
27.2951,0.183618
25.262,-0.0756378
28.5662,-0.157138
30.5798,-1.27302
30.0504,-0.632496
17.7173,1.13763
19.404,0.470212
13.7427,0.214558
11.1228,-0.822734
26.1262,0.320422
23.5829,-0.104614
27.0477,-0.245935
29.1118,-1.22581
29.3725,-0.739032
17.9721,1.2563
17.7116,0.421652
13.709,0.218311
10.0781,-1.05421
25.7274,0.276643
22.1076,-0.00792028
26.6419,-0.193028
28.5671,-1.29402
28.4347,-0.706175
18.6575,1.24023
17.1367,0.533752
11.3243,0.198109
10.14,-1.13617
23.5471,0.233862
21.9577,-0.125737
26.27,-0.24896
26.2545,-0.837801
28.8014,0.935219
16.2058,0.596679
10.3221,0.286805
8.35188,-1.17819
22.7505,0.295841
21.1811,-0.0336341
25.4746,-0.143369
26.2888,-0.792063
28.1195,0.794036
14.1313,0.576736
9.81313,0.358472
22.2677,0.378328
18.5129,-0.098183
24.9602,-0.148584
25.6608,-0.932723
28.8947,0.911973
15.1629,0.650855
8.50041,0.261204
20.3974,0.313007
18.9482,-0.0637884
23.5965,-0.167669
24.5899,-0.866249
27.0117,0.951427
12.5087,0.660155
8.66344,0.28582
20.6102,0.308828
30.9349,0.336368
16.4938,0.018776
22.5719,-0.100943
24.7546,-0.956578
27.9153,0.948037
13.2248,0.82954
6.19815,0.320043
18.5287,0.319262
28.857,0.454456
17.0344,-0.150732
21.079,-0.299433
24.1852,-0.885564
29.8061,-0.297823
25.5626,0.976976
12.6217,0.857632
6.68161,0.540575
17.6566,0.445838
28.784,0.475207
15.8982,-0.0955666
19.3892,-0.1776
30.5545,0.0384489
23.5479,-1.05847
29.4874,-0.293058
25.3155,0.990703
11.6501,0.756923
5.4807,0.498422
16.3805,0.366996
28.0089,0.439358
15.4166,0.000327828
18.5061,-0.16003
29.2292,0.0339386
23.0237,-1.09655
27.8952,-0.368838
26.2437,1.01745
11.5431,0.844775
3.59368,0.765313
15.4698,0.479634
27.2001,0.316058
13.4657,-0.166283
17.9669,-0.297096
26.9945,0.0425949
21.9732,-1.09387
26.0572,-0.419942
25.6654,1.01293
9.62123,0.924792
4.75812,0.762934
14.5462,0.499854
24.5881,0.463653
11.7651,-0.200243
16.2458,-0.329212
25.9052,-0.141377
20.7895,-1.14287
26.1894,-0.492605
23.735,1.05927
8.94903,1.10956
3.03274,1.05588
14.7271,0.563738
24.6772,0.496475
10.7242,-0.119839
17.0425,-0.284637
25.8106,0.0222028
21.2496,-1.0966
24.8513,-0.386478
23.5064,1.18429
9.49648,1.15156
14.2999,0.605443
23.2473,0.527322
9.52259,-0.218898
15.8975,-0.348061
24.2013,-0.153653
21.2846,-1.11943
23.7274,-0.474019
23.6051,1.09857
11.9539,0.600458
22.7642,0.56896
8.55463,-0.218964
14.9072,-0.2976
24.1173,-0.0954617
19.7164,-1.30192
23.9346,-0.380679
22.8474,1.27837
12.4351,0.652959
21.853,0.540229
9.00228,-0.197148
14.0136,-0.418137
22.3426,-0.0508256
20.5667,-1.1949
22.7337,-0.517352
11.9534,0.740779
21.6207,0.504616
8.04149,-0.115933
12.4453,-0.341076
21.3708,-0.111946
21.9153,-0.482928
10.1278,0.80126
19.7427,0.574673
6.71602,-0.117145
10.9577,-0.458488
20.9299,0.024762
20.2066,-0.512404
10.8226,0.864073
18.3073,0.628929
5.79802,-0.181572
11.4786,-0.431175
20.0147,-0.0102064
20.0007,-0.546371
9.51313,0.838546
19.3513,0.524226
4.7635,-0.241809
9.78001,-0.386502
18.9709,0.00454938
18.4579,-0.612981
9.36952,1.00446
17.2749,0.658536
3.9805,-0.333866
7.84333,-0.47952
17.8222,-0.16409
17.4585,-0.652691
8.94283,1.03546
17.0139,0.712233
2.05017,-0.551422
7.07211,-0.508237
16.973,-0.173038
17.6163,-0.678249
8.41577,1.16979
15.1876,0.736881
1.6241,-0.780031
7.7093,-0.700892
14.983,-0.159301
16.663,-0.598173
16.1931,0.82648
6.19068,-0.729039
15.4072,-0.0383071
15.8295,-0.633919
13.807,0.781486
5.56653,-0.912904
14.0879,-0.0913169
13.6387,-0.765678
29.9156,-0.120482
14.1829,0.869543
4.53575,-0.969428
11.8338,-0.0981638
13.2968,-0.712069
29.2428,-0.222549
12.4326,0.930952
3.94256,-1.2944
11.346,-0.0951046
13.3071,-0.901365
27.5585,-0.248192
11.8543,0.990979
10.9199,-0.124502
13.0718,-0.936905
25.9409,-0.159454
12.6955,1.09934
9.92391,-0.172313
11.4751,-0.895555
28.8396,0.2335
25.6675,-0.266307
11.2395,1.07457
8.99532,-0.200904
11.9951,-0.975904
28.3759,0.198434
24.7389,-0.155916
11.0521,1.28841
7.01768,-0.201482
10.8425,-1.0667
28.6895,0.2211
23.0851,-0.32709
7.62921,-0.134914
11.1677,-1.19341
26.3291,0.202736
22.773,-0.284494
5.51444,-0.163703
26.0677,0.332384
21.1875,-0.309586
5.6776,-0.213192
24.121,0.271393
20.018,-0.256565
3.12041,-0.39553
23.9424,0.290648
20.5942,-0.2025
2.10741,-0.446509
22.2378,0.290115
19.6832,-0.389194
1.33705,-0.705572
22.371,0.334148
18.4005,-0.395919
29.6218,-0.0138819
0.605519,-1.22767
21.5463,0.316691
17.2177,-0.307572
27.4952,0.109644
21.0527,0.333215
15.6668,-0.446107
27.4292,0.128275
19.0154,0.399961
15.5693,-0.391605
25.6504,0.138645
30.0054,0.856688
19.0969,0.493983
14.6883,-0.406438
24.5478,0.0603333
29.3206,1.04425
17.382,0.492747
12.7001,-0.506584
24.9559,0.132617
29.1313,1.10074
16.3901,0.531177
11.8503,-0.439141
29.9006,0.350354
23.0583,0.0183693
27.429,0.949069
15.8826,0.501635
12.3442,-0.558525
28.3481,0.349127
21.3288,0.0306313
29.3853,-0.0605517
27.6211,1.13312
13.9652,0.451857
10.7515,-0.612266
26.7492,0.287639
22.1286,0.190645
28.6434,-0.032925
27.3766,1.10461
15.0001,0.577497
9.55996,-0.628289
26.6531,0.334172
20.2255,0.0374069
28.8453,-0.0285381
26.4284,1.11678
12.3674,0.621983
9.32537,-0.7078
25.8568,0.272685
18.5931,0.152072
26.2742,0.0345568
27.0259,1.12958
11.4807,0.749957
7.90331,-0.765927
23.9964,0.442715
19.1562,0.0538774
25.7224,-0.0453286
25.9762,1.2953
12.2685,0.646029
6.91852,-0.779764
23.5258,0.378677
16.7023,0.125909
23.9605,0.0653778
26.1167,1.27062
11.9118,0.892101
6.76583,-1.00625
23.0744,0.343315
16.2887,0.172087
23.2535,0.057002
